,sigma_C1,sigma_F1,sigma_H1,epsilon_C1,epsilon_F1,epsilon_H1
4033,0.739437306411912,0.1167681602476567,0.8543108052029683,0.8011824593392319,0.9988510079911779,0.8809232604570906
1616,0.630927748480743,0.6125923815104193,0.4967987553331207,0.8743758490864743,0.9684163956349939,0.8850549964475722
4250,0.6758765998347471,0.15579028153645505,0.8545735479461379,0.9963433791227148,0.43451667706229824,0.9308815914771287
521,0.6458650479191995,0.3330220571428077,0.7774660317044897,0.9275948071989117,0.9539840317254282,0.8220220817477206
1116,0.7220188601920641,0.1380161573240867,0.8646831022957593,0.9592354526175131,0.5971749583746343,0.8511872753195262
179,0.5821802722498436,0.5301356642204845,0.6336831586559402,0.9906098910302644,0.9542810108758816,0.9064288835707462
1261,0.7314251975493743,0.24368869802447826,0.8259726071144051,0.814122337646538,0.9551211879679188,0.9682513129721696
3160,0.6566285796860047,0.12071704155415793,0.863191737655051,0.8929583171039,0.8941791034449583,0.9556853081707122
3926,0.6503164050927356,0.48270868224509256,0.6869797686863793,0.979080330000202,0.7394562932010518,0.896583981854617
1208,0.6739000981363201,0.2505720459153274,0.7865583732940932,0.9254374394412507,0.5826140499613887,0.8283261988995401
4249,0.6791639471969716,0.10552061089912133,0.8636944976259695,0.9611508363988641,0.3209369655979968,0.9907372350615269
568,0.7140398721476089,0.407515125787641,0.733356639302843,0.8402196407687174,0.992556256703311,0.8566360680312487
4014,0.7110798683557491,0.24267291786115452,0.77695832462936,0.9023230169057905,0.6239925020959569,0.7811099676784911
3669,0.711219615176734,0.1542867357884833,0.8216793325280269,0.8533134019861947,0.7749001083983518,0.8505751728952179
3672,0.781242770847823,0.022214507965017467,0.8661008270625654,0.8187214500612778,0.8371288557716009,0.9042350739030799
1352,0.6514863314284906,0.1898487074836705,0.8319206221866093,0.9813729249480115,0.5657994080587542,0.9225187030576817
3699,0.8459649595066892,0.07954327389900702,0.7935528151731135,0.8072061032555193,0.6283226512739147,0.8895967433722755
