,sigma_C1,sigma_F1,sigma_H1,epsilon_C1,epsilon_F1,epsilon_H1
17,0.6800214884783867,0.5207759233972941,0.5890380426223822,0.9815572125276224,0.4467014006597452,0.9283851263740832
3,0.6901243561196194,0.4472456840251798,0.6617392202517606,0.7532347337212021,0.8254764562385308,0.99905765615111
57,0.8085826213714729,0.1897585933521243,0.6819221859521419,0.7934940894048873,0.2914424326118478,0.8540449605445696
94,0.659850613907456,0.5979204926204688,0.487504650665754,0.947149902545382,0.709882114254254,0.6715611041630778
234,0.7297690047983353,0.5426134294303426,0.4977756947763136,0.7838732803682906,0.9665130903883524,0.691576907911346
245,0.7685654717013728,0.4032392069714252,0.597102980574322,0.9434359166601234,0.6827220822700059,0.4064163854753111
22,0.7397737415887141,0.4335548416968282,0.582379749377999,0.8721439841690222,0.3412585100311242,0.8683516199487923
124,0.7428185956159601,0.4516686035320066,0.5911687379210236,0.8798456505627473,0.789836631903674,0.576203107205118
20,0.6950570130337811,0.4942904592392183,0.5747179720462762,0.9394449796976588,0.3435776786324875,0.9586764438983264
13,0.8201389516410486,0.00967490025347,0.7966722767588114,0.6704513812012166,0.8316830244205111,0.9033214745801318
24,0.7786513009382272,0.3537290567842425,0.6485538259554571,0.8540998365863743,0.5053644945173675,0.6593678923944987
9,0.8293316568334979,0.2146172583699935,0.7334533122690932,0.8305957850130263,0.5314491361628436,0.6081917164787319
145,0.7126093267638867,0.2970382672020744,0.7638745998860765,0.951179308588914,0.9014213894132332,0.5832334654548671
18,0.6916879240069351,0.5096784621591551,0.5994051838189398,0.9490035995740944,0.6812393477329631,0.6940992880470441
29,0.8475751377800426,0.2045275299530263,0.6850030287726873,0.9705150510635312,0.2381093318307331,0.4684831212222762
34,0.80480680600703,0.1174477570607015,0.7641236265081006,0.7914140873322024,0.4098626683307521,0.9227868380236656
119,0.7494746201118809,0.3071366302975518,0.7002861766637632,0.9138846300718516,0.540064035423931,0.6437564772441013
16,0.825611445935599,0.1217360818597959,0.7549225894458043,0.7192429511100294,0.6884590601520628,0.8116960344252273
957,0.7940335796973087,0.4618790613856011,0.4430756078540886,0.8327687967675097,0.736533594912149,0.4709752799389767
146,0.77842418462751,0.4530396469720624,0.5553993513223621,0.7820446587694042,0.6309544794592031,0.7601971535984244
118,0.8331010360575455,0.1753968732589173,0.6528456225554449,0.8026993441122934,0.1738452300989099,0.879187682940223
50,0.6962194875471135,0.3691817829351946,0.7148292228463915,0.9654095121546876,0.5625969904443492,0.7972081733423908
14,0.7172810548691296,0.4528664062465137,0.6557622384024597,0.8350606150874068,0.6613304015534208,0.9165633162185858
90,0.6453089339740581,0.5930168892792929,0.5295647015020722,0.9314788916106754,0.6115890978799097,0.9696342136258458
74,0.7856799202395083,0.3818696913080827,0.6459316981706846,0.7274038274508935,0.7578926611965371,0.8501133017883064
