,sigma_C1,sigma_F1,epsilon_C1,epsilon_F1
51,0.5065780316309304,0.4058761182405585,0.2362735931943964,0.7418372323889144
100,0.5458615677215815,0.3866076305844244,0.0851318393940002,0.8204655928330519
2,0.6549897135750546,0.4304193912309939,0.4177190438263884,0.4799423898269696
1407,0.1172722127804212,0.4313665814167003,0.5787851575545228,0.9387033612374818
27,0.144803316614323,0.4164205050804703,0.7916443630520309,0.8631380899443264
267,0.324740680887308,0.3884111694302113,0.1772223237924398,0.939117402940824
569,0.081750790946852,0.4227463713086858,0.7768570339636081,0.9272604961461576
80,0.7539263562794721,0.4089502257766229,0.2217767749850658,0.5341071365484601
7,0.4250745892078796,0.3991111527366797,0.1720225394623805,0.8506182468046848
202,0.1354817733061734,0.4106161625853778,0.6883095830616133,0.8902134410414829
341,0.1904788553988749,0.4085493404766362,0.4250422891260937,0.9177648021464292
48,0.3539355899691628,0.4327615948220843,0.5761421602755955,0.7105591827919974
1007,0.8611126899742824,0.3513149530586999,0.1235470350218384,0.569888875635075
47,0.2671878361187806,0.4047860756785395,0.3812091813378185,0.8821654252943879
52,0.5915220385890638,0.4239618079011752,0.3675955964306135,0.5794001008912726
17,0.300276240280332,0.4200683457031743,0.5123266249721641,0.7994480022480766
8,0.4968662099543975,0.4328386664540771,0.4407699373387915,0.6259575670144408
34,0.6461190844174299,0.3920174797103714,0.1418576193376792,0.6889647171000259
28,0.7225271062668854,0.4133356100979982,0.3228739665926145,0.484401353473528
30,0.7371499945883843,0.3882203509814224,0.1095085170091053,0.6367713384587463
248,0.718879467761349,0.3837114515641201,0.0687828872285437,0.710130943857384
6,0.744774100607422,0.417216063390504,0.4037625625089891,0.4019120175782905
10,0.6148172881472768,0.4385414023915894,0.5389823524854963,0.4470598737052322
81,0.4147800693635998,0.4407429822277713,0.5915243133046227,0.6376858932149158
42,0.7961070867629482,0.4126666289332489,0.3035065279306014,0.434934352409663
