,sigma_C1,sigma_F1,epsilon_C1,epsilon_F1,temperature,liq_density,vap_density,Hvap,Pvap,liq_enthalpy,vap_enthalpy
0,0.21305991692347426,0.2883543306032612,0.45639907457184203,0.3975059101313747,170,1457.8996931222223,34.46703696255556,10.329539844542932,4.9249605937666665,-1786.2510899522222,1482.8734049666664
1,0.21305991692347426,0.2883543306032612,0.45639907457184203,0.3975059101313747,150,1582.4347590111113,12.50100345611111,11.564004571240696,1.674998294688889,-2699.7593616,1418.931960911111
2,0.21305991692347426,0.2883543306032612,0.45639907457184203,0.3975059101313747,190,1307.6508842,88.23699484588889,8.609253182424743,12.353494513277777,-708.7181800858223,1791.106579
3,0.21305991692347426,0.2883543306032612,0.45639907457184203,0.3975059101313747,210,1103.3526704722221,202.8132644222222,6.098822441321584,25.34889322613778,320.2436463271492,2193.6352442444445
4,0.21305991692347426,0.2883543306032612,0.45639907457184203,0.3975059101313747,130,1692.5764763777777,2.519579028055556,12.624243526245367,0.30494819237,-3813.862534644444,1081.3256251944445
5,0.2216218504058227,0.29253258229249357,0.5362184131738335,0.38610616543671544,170,1456.8002055666668,29.16592032966667,10.89508008193506,4.213398723422221,-2211.9157961677774,1256.8476590477778
6,0.2216218504058227,0.29253258229249357,0.5362184131738335,0.38610616543671544,130,1671.736235877778,2.2673406386000003,13.096228104908853,0.27435826922,-4221.589882177777,972.5610161455558
7,0.2216218504058227,0.29253258229249357,0.5362184131738335,0.38610616543671544,210,1150.811112788889,153.4312566733333,7.196305930383734,20.53753629047778,-31.588297433770443,1657.7857823888892
8,0.2216218504058227,0.29253258229249357,0.5362184131738335,0.38610616543671544,150,1567.734942488889,9.011810524677777,12.08303385681509,1.2230969009977777,-3261.954152577777,1028.0832159933334
9,0.2216218504058227,0.29253258229249357,0.5362184131738335,0.38610616543671544,190,1323.8743845,72.78889800622224,9.310435836585302,10.47930806361111,-1116.1667748983,1478.9835809888887
