,sigma_C1,sigma_F1,epsilon_C1,epsilon_F1,sim_Tc,sim_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc
5,0.1724854104383205,0.4140538686054953,0.5322838437810465,0.9041791807823416,227.6910116466545,611.6990733618954,0.6751602908660672,2.556654021007325,1.9720959071936155,2.0850147089144446,0.0795620617355392,2.231643497849349
11,0.2671878361187806,0.404786075678539,0.3812091813378184,0.8821654252943878,228.20407559878612,612.5932078649744,0.2779776730489952,2.7692008813829325,2.765755949767678,2.8835203572142456,0.3050747654108199,2.088733258706032
